word,frequency,compound,negative,neutral,positive
rapid,1.0018622027847888,0.0,0.0,1.0,0.0
technological,0.6456178273707938,0.0,0.0,1.0,0.0
unable,0.8050651156213702,0.0,0.0,1.0,0.0
compete,0.9803720360696946,0.0,0.0,1.0,0.0
offered,0.2657738396203296,0.0,0.0,1.0,0.0
characterized,0.17812218770699753,0.0,0.0,1.0,0.0
aggressive,0.35624437541399506,-0.1531,1.0,0.0,0.0
competition,1.7520543490199034,0.0,0.0,1.0,0.0
downward,0.2893734519567988,0.0,0.0,1.0,0.0
pressure,0.2893734519567988,-0.296,1.0,0.0,0.0
margins,1.6830571794820322,0.0,0.0,1.0,0.0
frequent,0.35624437541399506,0.0,0.0,1.0,0.0
introduction,0.7883029690604796,0.0,0.0,1.0,0.0
short,0.35624437541399506,0.0,0.0,1.0,0.0
product,6.019483581224624,0.0,0.0,1.0,0.0
cycles,0.2893734519567988,0.0,0.0,1.0,0.0
evolving,0.304629296677223,0.0,0.0,1.0,0.0
standards,0.598468019513587,0.0,0.0,1.0,0.0
continual,0.17812218770699753,0.0,0.0,1.0,0.0
improvement,0.17812218770699753,0.4588,0.0,0.0,1.0
characteristics,0.17812218770699753,0.0,0.0,1.0,0.0
adoption,0.35624437541399506,0.0,0.0,1.0,0.0
advancements,0.17812218770699753,0.0,0.0,1.0,0.0
competitors,1.901089852842908,0.0,0.0,1.0,0.0
sensitivity,0.17812218770699753,0.0,0.0,1.0,0.0
consumers,0.5066988694103851,0.0,0.0,1.0,0.0
successfully,0.7823068088393947,0.4939,0.0,0.0,1.0
depends,1.4768519027501048,0.0,0.0,1.0,0.0
heavily,0.17812218770699753,0.0,0.0,1.0,0.0
ensuring,0.08948374139390232,0.2732,0.0,0.0,1.0
continuing,0.19778787108949505,0.0,0.0,1.0,0.0
timely,0.6041846211323971,0.0,0.0,1.0,0.0
innovative,0.5343665631209924,0.4404,0.0,0.0,1.0
technologies,0.8867366153642842,0.0,0.0,1.0,0.0
marketplace,0.17812218770699753,0.0,0.0,1.0,0.0
designs,0.17812218770699753,0.0,0.0,1.0,0.0
develops,0.17812218770699753,0.0,0.0,1.0,0.0
nearly,0.17812218770699753,0.0,0.0,1.0,0.0
entire,0.17812218770699753,0.0,0.0,1.0,0.0
solution,0.17812218770699753,0.3182,0.0,0.0,1.0
hardware,1.3354937602620778,0.0,0.0,1.0,0.0
operating,4.16696259643213,0.0,0.0,1.0,0.0
system,1.4702127695528129,0.0,0.0,1.0,0.0
numerous,0.8207928805235827,0.0,0.0,1.0,0.0
software,3.1403152496685216,0.0,0.0,1.0,0.0
related,1.2514736798217905,0.0,0.0,1.0,0.0
investments,0.6314762321119501,0.0,0.0,1.0,0.0
there,2.8459822216107855,0.0,0.0,1.0,0.0
assurance,2.637038742563858,0.34,0.0,0.0,1.0
achieve,0.2366357219984149,0.0,0.0,1.0,0.0
expected,0.737071540942562,0.0,0.0,1.0,0.0
returns,0.3110091075171623,0.0,0.0,1.0,0.0
develop,1.2417394639452364,0.0,0.0,1.0,0.0
holds,0.17812218770699753,0.0,0.0,1.0,0.0
patents,0.9136369694343471,0.0,0.0,1.0,0.0
trademarks,0.2893734519567988,0.0,0.0,1.0,0.0
copyrights,0.2893734519567988,0.0,0.0,1.0,0.0
registered,0.17812218770699753,0.0,0.0,1.0,0.0
applied,0.22999658880112253,0.0,0.0,1.0,0.0
register,0.17812218770699753,0.0,0.0,1.0,0.0
contrast,0.17812218770699753,0.0,0.0,1.0,0.0
seek,0.7996679199505059,0.0,0.0,1.0,0.0
pricing,1.4033418460956169,0.0,0.0,1.0,0.0
low,0.22335745560383016,-0.2732,1.0,0.0,0.0
structures,0.5064924063352709,0.0,0.0,1.0,0.0
imitating,0.06981805801140478,0.0,0.0,1.0,0.0
infringing,0.31213175873877425,0.0,0.0,1.0,0.0
intellectual,2.17931267168502,0.5106,0.0,0.0,1.0
property,2.44508651130535,0.0,0.0,1.0,0.0
effective,0.9836411897267043,0.4767,0.0,0.0,1.0
protection,0.7321544342104876,0.0,0.0,1.0,0.0
consistently,0.08948374139390232,0.0,0.0,1.0,0.0
available,1.1967029393200752,0.0,0.0,1.0,0.0
every,0.08948374139390232,0.0,0.0,1.0,0.0
country,0.22322558830829464,0.0,0.0,1.0,0.0
operates,0.15635466485109847,0.0,0.0,1.0,0.0
continue,1.9243587026965276,0.0,0.0,1.0,0.0
sell,0.35624437541399506,0.0,0.0,1.0,0.0
attractive,0.30436997431986995,0.4404,0.0,0.0,1.0
infringe,0.31213175873877425,0.0,0.0,1.0,0.0
advantage,0.5137140853387319,0.25,0.0,0.0,1.0
minority,0.4014796433108277,0.0,0.0,1.0,0.0
share,1.2693322750638396,0.296,0.0,0.0,1.0
smartphone,0.3110091075171623,0.0,0.0,1.0,0.0
personal,1.2662539908844495,0.0,0.0,1.0,0.0
computer,0.6023601377998005,0.0,0.0,1.0,0.0
tablet,0.2657738396203296,0.0,0.0,1.0,0.0
faces,0.4683505667680238,0.0,0.0,1.0,0.0
companies,1.3178000127083123,0.0,0.0,1.0,0.0
technical,0.3110091075171623,0.0,0.0,1.0,0.0
marketing,0.42423795009280313,0.0,0.0,1.0,0.0
resources,1.0403868973588322,0.0,0.0,1.0,0.0
established,0.3110091075171623,0.0,0.0,1.0,0.0
digital,1.9363596057347672,0.0,0.0,1.0,0.0
content,3.2397046647618706,0.0,0.0,1.0,0.0
broader,0.17812218770699753,0.0,0.0,1.0,0.0
lines,0.26676063402009265,0.0,0.0,1.0,0.0
lower,0.6666705264316033,-0.296,1.0,0.0,0.0
priced,0.17812218770699753,0.0,0.0,1.0,0.0
larger,0.4014796433108277,0.0,0.0,1.0,0.0
installed,0.17812218770699753,0.0,0.0,1.0,0.0
base,0.17812218770699753,0.0,0.0,1.0,0.0
active,0.1328869198101648,0.4019,0.0,0.0,1.0
devices,0.9601785106004018,0.0,0.0,1.0,0.0
aggressively,0.17812218770699753,-0.3182,1.0,0.0,0.0
cut,0.17812218770699753,-0.2732,1.0,0.0,0.0
prices,0.848194554518488,0.0,0.0,1.0,0.0
lowered,0.17812218770699753,-0.128,1.0,0.0,0.0
provide,1.0687331262419848,0.0,0.0,1.0,0.0
profit,0.3909665976362173,0.4404,0.0,0.0,1.0
even,0.2008804944889729,0.0,0.0,1.0,0.0
competes,0.9566269348879561,0.0,0.0,1.0,0.0
contracted,0.1328869198101648,0.0,0.0,1.0,0.0
overall,0.17995427718756768,0.0,0.0,1.0,0.0
additionally,0.7124887508279901,0.0,0.0,1.0,0.0
imitate,0.35624437541399506,0.0,0.0,1.0,0.0
features,0.24987120442282837,0.0,0.0,1.0,0.0
collaborate,0.17812218770699753,0.0,0.0,1.0,0.0
solutions,0.8906109385349874,0.1779,0.0,0.0,1.0
expects,0.42621509957488485,0.0,0.0,1.0,0.0
intensify,0.17812218770699753,0.0,0.0,1.0,0.0
approach,0.17812218770699753,0.0,0.0,1.0,0.0
providing,0.42311529887119115,0.0,0.0,1.0,0.0
seamlessly,0.17812218770699753,0.0,0.0,1.0,0.0
work,0.21573152800677478,0.0,0.0,1.0,0.0
collaboratively,0.17812218770699753,0.0,0.0,1.0,0.0
integrated,0.17812218770699753,0.0,0.0,1.0,0.0
face,0.22237066120406712,0.0,0.0,1.0,0.0
customer,1.4896416493828106,0.0,0.0,1.0,0.0
bases,0.1328869198101648,0.0,0.0,1.0,0.0
models,0.17812218770699753,0.0,0.0,1.0,0.0
users,0.5936715754577868,0.0,0.0,1.0,0.0
free,0.17812218770699753,0.5106,0.0,0.0,1.0
illegitimate,0.17812218770699753,0.0,0.0,1.0,0.0
means,0.17812218770699753,0.0,0.0,1.0,0.0
continually,0.42423795009280313,0.0,0.0,1.0,0.0
improve,0.22335745560383016,0.4404,0.0,0.0,1.0
functional,0.22335745560383016,0.0,0.0,1.0,0.0
design,0.7474741129084349,0.0,0.0,1.0,0.0
advantages,0.22335745560383016,0.3612,0.0,0.0,1.0
remain,0.2623542222753048,0.0,0.0,1.0,0.0
stimulate,0.4674956396637963,0.2263,0.0,0.0,1.0
manage,1.2564415817004833,0.0,0.0,1.0,0.0
introductions,1.0234978583451522,0.0,0.0,1.0,0.0
transitions,0.42311529887119115,0.0,0.0,1.0,0.0
volatile,0.35624437541399506,0.0,0.0,1.0,0.0
nature,0.22335745560383016,0.0,0.0,1.0,0.0
industries,0.6456178273707938,0.0,0.0,1.0,0.0
introduce,0.17812218770699753,0.0,0.0,1.0,0.0
enhance,0.35624437541399506,0.0,0.0,1.0,0.0
existing,0.7866027468754451,0.0,0.0,1.0,0.0
upgraded,0.35624437541399506,0.0,0.0,1.0,0.0
transition,0.17812218770699753,0.0,0.0,1.0,0.0
success,0.6560590222265222,0.5719,0.0,0.0,1.0
successful,0.35624437541399506,0.5859,0.0,0.0,1.0
acceptance,0.38082716552856705,0.4588,0.0,0.0,1.0
associated,1.7469459532484883,0.0,0.0,1.0,0.0
ramp,0.17812218770699753,0.0,0.0,1.0,0.0
application,0.33684144130613597,0.0,0.0,1.0,0.0
purchase,1.0914914330239602,0.0,0.0,1.0,0.0
commitments,0.7930291974465988,0.128,0.0,0.0,1.0
inventory,1.7010012470926972,0.0,0.0,1.0,0.0
levels,0.35624437541399506,0.0,0.0,1.0,0.0
line,0.17812218770699753,0.0,0.0,1.0,0.0
anticipated,1.2016200460521498,0.0,0.0,1.0,0.0
quantities,0.8699584607527269,0.0,0.0,1.0,0.0
meet,0.7191278840252823,0.0,0.0,1.0,0.0
quality,1.2016200460521498,0.0,0.0,1.0,0.0
defects,1.1563847781553172,-0.4019,1.0,0.0,0.0
deficiencies,0.17812218770699753,0.0,0.0,1.0,0.0
provided,0.7227844568384492,0.0,0.0,1.0,0.0
concentration,0.1328869198101648,0.0,0.0,1.0,0.0
small,0.48913129522415977,0.0,0.0,1.0,0.0
often,0.6444951761491818,0.0,0.0,1.0,0.0
additions,0.051874401094125035,0.0,0.0,1.0,0.0
considerable,0.051874401094125035,0.0,0.0,1.0,0.0
involve,0.22999658880112253,0.0,0.0,1.0,0.0
uncertainties,0.7285859011029079,-0.34,1.0,0.0,0.0
outsourced,0.17812218770699753,0.0,0.0,1.0,0.0
much,0.5343665631209924,0.0,0.0,1.0,0.0
transportation,0.17812218770699753,0.0,0.0,1.0,0.0
arrangements,1.4947955596673845,0.0,0.0,1.0,0.0
direct,0.33460871985363155,0.0,0.0,1.0,0.0
diminished,0.17812218770699753,0.0,0.0,1.0,0.0
quantity,0.17812218770699753,0.0,0.0,1.0,0.0
manufactured,0.06981805801140478,0.0,0.0,1.0,0.0
flexibility,0.22999658880112253,0.34,0.0,0.0,1.0
respond,0.17812218770699753,0.0,0.0,1.0,0.0
contain,0.2685927235006628,0.0,0.0,1.0,0.0
provisions,0.37872133652885226,0.0,0.0,1.0,0.0
defect,0.2893734519567988,-0.34,1.0,0.0,0.0
expense,0.22335745560383016,0.0,0.0,1.0,0.0
reimbursement,0.17812218770699753,0.0,0.0,1.0,0.0
responsible,0.17812218770699753,0.3182,0.0,0.0,1.0
warranty,0.779359674285186,0.0,0.0,1.0,0.0
event,0.4239566044256849,0.0,0.0,1.0,0.0
experiences,0.28988414694408543,0.0,0.0,1.0,0.0
unanticipated,0.22335745560383016,0.0,0.0,1.0,0.0
liabilities,0.7493666295590439,-0.2023,1.0,0.0,0.0
adhere,0.22999658880112253,0.0,0.0,1.0,0.0
code,0.35624437541399506,0.0,0.0,1.0,0.0
conduct,0.35624437541399506,0.0,0.0,1.0,0.0
violations,0.48899543840231086,-0.5267,1.0,0.0,0.0
source,0.5551472915771284,0.0,0.0,1.0,0.0
europe,0.24794024571840226,0.0,0.0,1.0,0.0
final,0.5343665631209924,0.0,0.0,1.0,0.0
perform,0.24119104950575754,0.0,0.0,1.0,0.0
finished,0.35624437541399506,0.0,0.0,1.0,0.0
transit,0.17812218770699753,0.0,0.0,1.0,0.0
destinations,0.17812218770699753,0.0,0.0,1.0,0.0
disrupted,0.19548329881810864,0.0,0.0,1.0,0.0
variety,0.6456178273707938,0.0,0.0,1.0,0.0
reasons,0.5343665631209924,0.0,0.0,1.0,0.0
man,0.17812218770699753,0.0,0.0,1.0,0.0
made,0.674002679143802,0.0,0.0,1.0,0.0
information,4.284376567829071,0.0,0.0,1.0,0.0
failures,1.0914914330239602,-0.4588,1.0,0.0,0.0
commercial,0.38757636174121174,0.0,0.0,1.0,0.0
armed,0.06902657996602785,0.0,0.0,1.0,0.0
conflict,0.1558321355215834,-0.3182,1.0,0.0,0.0
environmental,0.8491523021793413,0.0,0.0,1.0,0.0
invested,0.5343665631209924,0.0,0.0,1.0,0.0
process,0.46637298844218433,0.0,0.0,1.0,0.0
equipment,0.7301696785804321,0.0,0.0,1.0,0.0
held,0.35624437541399506,0.0,0.0,1.0,0.0
prepayments,1.3797422337591472,0.0,0.0,1.0,0.0
long,1.0687331262419848,0.0,0.0,1.0,0.0
term,0.8906109385349874,0.0,0.0,1.0,0.0
agreements,2.084919097040256,0.2732,0.0,0.0,1.0
help,0.35624437541399506,0.4019,0.0,0.0,1.0
ensure,0.44488282172709015,0.3818,0.0,0.0,1.0
problems,0.35624437541399506,-0.4019,1.0,0.0,0.0
continued,1.1973455016028973,0.0,0.0,1.0,0.0
terminated,0.17812218770699753,0.0,0.0,1.0,0.0
recoverability,0.1328869198101648,0.0,0.0,1.0,0.0
negatively,0.5693519252014374,0.0,0.0,1.0,0.0
upon,0.2864263174025902,0.0,0.0,1.0,0.0
sufficient,1.025322341677749,0.0,0.0,1.0,0.0
commercially,1.51373818324119,0.0,0.0,1.0,0.0
reasonable,2.23135640562266,0.0,0.0,1.0,0.0
terms,2.1949467814881674,0.0,0.0,1.0,0.0
obtains,0.17812218770699753,0.0,0.0,1.0,0.0
multiple,0.32125901333355006,0.0,0.0,1.0,0.0
wide,0.4674956396637963,0.0,0.0,1.0,0.0
commodity,0.17812218770699753,0.0,0.0,1.0,0.0
semiconductor,0.06981805801140478,0.0,0.0,1.0,0.0
experiencing,0.03483269593095986,0.0,0.0,1.0,0.0
entered,0.47662289425857207,0.0,0.0,1.0,0.0
extend,0.17812218770699753,0.1779,0.0,0.0,1.0
renew,0.35624437541399506,0.0,0.0,1.0,0.0
suffer,0.35624437541399506,-0.5423,1.0,0.0,0.0
poor,0.5239639911551196,-0.4767,1.0,0.0,0.0
consolidation,0.2685927235006628,0.0,0.0,1.0,0.0
particular,0.44488282172709015,0.0,0.0,1.0,0.0
limiting,0.5757997693593889,0.0,0.0,1.0,0.0
utilize,0.35624437541399506,0.0,0.0,1.0,0.0
custom,0.17812218770699753,0.0,0.0,1.0,0.0
uses,0.3790026821959704,0.0,0.0,1.0,0.0
initial,0.19778787108949505,0.0,0.0,1.0,0.0
capacity,0.24499311116419364,0.0,0.0,1.0,0.0
constraints,0.24794024571840226,0.0,0.0,1.0,0.0
exist,0.3110091075171623,0.0,0.0,1.0,0.0
until,0.17812218770699753,0.0,0.0,1.0,0.0
yields,0.17812218770699753,0.0,0.0,1.0,0.0
matured,0.17812218770699753,0.0,0.0,1.0,0.0
capacities,0.11125126424980132,0.0,0.0,1.0,0.0
acceptable,0.6012374865781885,0.3182,0.0,0.0,1.0
decide,0.35624437541399506,0.0,0.0,1.0,0.0
concentrate,0.17812218770699753,0.0,0.0,1.0,0.0
common,0.17812218770699753,0.0,0.0,1.0,0.0
instead,0.17812218770699753,0.0,0.0,1.0,0.0
customized,0.17812218770699753,0.0,0.0,1.0,0.0
delayed,0.38564181539326275,-0.2263,1.0,0.0,0.0
constrained,0.17812218770699753,-0.1027,1.0,0.0,0.0
partner,0.23877118045586834,0.0,0.0,1.0,0.0
shipments,0.35624437541399506,0.0,0.0,1.0,0.0
completed,0.17812218770699753,0.0,0.0,1.0,0.0
depending,0.17812218770699753,0.0,0.0,1.0,0.0
identify,0.2027049778215696,0.0,0.0,1.0,0.0
alternative,0.3422728125763889,0.0,0.0,1.0,0.0
offers,0.4183264428129919,0.0,0.0,1.0,0.0
sophisticated,0.17812218770699753,0.5574,0.0,0.0,1.0
unexpectedly,0.17812218770699753,0.0,0.0,1.0,0.0
interfere,0.17812218770699753,0.0,0.0,1.0,0.0
intended,0.6789360527042859,0.0,0.0,1.0,0.0
operation,0.39122973749443996,0.0,0.0,1.0,0.0
parties,1.4061065042065626,0.4019,0.0,0.0,1.0
unsafe,0.1328869198101648,0.0,0.0,1.0,0.0
damage,0.3790026821959704,-0.4939,1.0,0.0,0.0
injury,0.1328869198101648,-0.4215,1.0,0.0,0.0
introduced,0.20212243201540095,0.0,0.0,1.0,0.0
specialized,0.18476132090428982,0.0,0.0,1.0,0.0
errors,0.19548329881810864,-0.34,1.0,0.0,0.0
expectations,1.2177171963270677,0.0,0.0,1.0,0.0
detect,0.17812218770699753,0.0,0.0,1.0,0.0
fix,0.17812218770699753,0.0,0.0,1.0,0.0
widespread,0.1328869198101648,0.0,0.0,1.0,0.0
exposed,1.0107172279971484,-0.0772,1.0,0.0,0.0
liability,0.7493886528688091,-0.2023,1.0,0.0,0.0
claims,1.9172470685580465,0.0,0.0,1.0,0.0
recalls,0.1328869198101648,0.0,0.0,1.0,0.0
replacements,0.1328869198101648,0.0,0.0,1.0,0.0
modifications,0.199757843267361,0.0,0.0,1.0,0.0
write,0.9658900463045808,0.0,0.0,1.0,0.0
offs,0.3655074868306197,0.0,0.0,1.0,0.0
intangible,0.22237066120406712,0.0,0.0,1.0,0.0
assets,1.4251133584778288,0.1779,0.0,0.0,1.0
expenses,1.224097007167007,0.0,0.0,1.0,0.0
litigation,1.7506923057613175,-0.2023,1.0,0.0,0.0
regulatory,0.8563212681512945,0.0,0.0,1.0,0.0
fines,0.7089160384897223,0.0,0.0,1.0,0.0
delay,0.4929333568825959,-0.3182,1.0,0.0,0.0
lost,0.24794024571840226,-0.3182,1.0,0.0,0.0
downs,0.24413818405996612,0.0,0.0,1.0,0.0
commitment,0.32125901333355006,0.3818,0.0,0.0,1.0
cancellation,0.35624437541399506,0.0,0.0,1.0,0.0
records,0.35624437541399506,0.0,0.0,1.0,0.0
inventories,0.17812218770699753,0.0,0.0,1.0,0.0
become,0.2676059291008998,0.0,0.0,1.0,0.0
obsolete,0.17812218770699753,-0.296,1.0,0.0,0.0
exceed,0.35624437541399506,0.0,0.0,1.0,0.0
exceeds,0.3110091075171623,0.0,0.0,1.0,0.0
realizable,0.22335745560383016,0.0,0.0,1.0,0.0
accrues,0.17812218770699753,0.0,0.0,1.0,0.0
necessary,0.35624437541399506,0.0,0.0,1.0,0.0
fee,0.21284440992921974,0.0,0.0,1.0,0.0
reserves,0.17812218770699753,0.0,0.0,1.0,0.0
excess,0.6681084100353847,0.0,0.0,1.0,0.0
reviews,0.17812218770699753,0.0,0.0,1.0,0.0
lived,0.17812218770699753,0.0,0.0,1.0,0.0
capital,0.5343665631209924,0.0,0.0,1.0,0.0
impairment,0.49096338470473,0.0,0.0,1.0,0.0
whenever,0.17812218770699753,0.0,0.0,1.0,0.0
circumstances,0.5343665631209924,0.0,0.0,1.0,0.0
indicate,0.17812218770699753,0.0,0.0,1.0,0.0
recoverable,0.3110091075171623,0.0,0.0,1.0,0.0
determines,0.17812218770699753,0.0,0.0,1.0,0.0
occurred,0.17812218770699753,0.0,0.0,1.0,0.0
equal,0.17812218770699753,0.0,0.0,1.0,0.0
amount,0.42423795009280313,0.0,0.0,1.0,0.0
carrying,0.22335745560383016,0.0,0.0,1.0,0.0
incur,0.9130878996498446,0.0,0.0,1.0,0.0
fees,0.4436146816602089,0.0,0.0,1.0,0.0
impairments,0.1328869198101648,0.0,0.0,1.0,0.0
charges,0.3282713494044175,-0.2732,1.0,0.0,0.0
given,0.7962100904090106,0.0,0.0,1.0,0.0
unpredictable,0.17812218770699753,0.0,0.0,1.0,0.0
pace,0.35624437541399506,0.0,0.0,1.0,0.0
obsolescence,0.17812218770699753,0.0,0.0,1.0,0.0
builds,0.1328869198101648,0.0,0.0,1.0,0.0
announcements,0.17812218770699753,0.0,0.0,1.0,0.0
obligations,0.9201991049445681,0.0,0.0,1.0,0.0
forecasted,0.17812218770699753,0.0,0.0,1.0,0.0
typically,0.24499311116419364,0.0,0.0,1.0,0.0
days,0.17812218770699753,0.0,0.0,1.0,0.0
forecast,0.17812218770699753,0.0,0.0,1.0,0.0
incorrectly,0.24794024571840226,0.0,0.0,1.0,0.0
order,0.37985760930019796,0.0,0.0,1.0,0.0
produce,0.2653013568295134,0.0,0.0,1.0,0.0
amounts,0.7577240187248225,0.0,0.0,1.0,0.0
fully,0.64941988902923,0.0,0.0,1.0,0.0
firm,0.17812218770699753,0.0,0.0,1.0,0.0
access,2.156552977703822,0.0,0.0,1.0,0.0
owned,0.11125126424980132,0.0,0.0,1.0,0.0
requires,0.5862409642151174,0.0,0.0,1.0,0.0
licenses,0.5798831766849432,0.0,0.0,1.0,0.0
extensive,0.24499311116419364,0.0,0.0,1.0,0.0
patent,0.734256273683889,0.0,0.0,1.0,0.0
rate,0.529105224271977,0.0,0.0,1.0,0.0
issuance,0.11125126424980132,0.0,0.0,1.0,0.0
unknowingly,0.11125126424980132,0.0,0.0,1.0,0.0
rights,1.0700230705890492,0.0,0.0,1.0,0.0
others,0.4014796433108277,0.0,0.0,1.0,0.0
notified,0.11125126424980132,0.0,0.0,1.0,0.0
based,0.713475545227753,0.0,0.0,1.0,0.0
practice,0.2008804944889729,0.0,0.0,1.0,0.0
obtained,0.8021179810671615,0.0,0.0,1.0,0.0
right,0.5343665631209924,0.0,0.0,1.0,0.0
preclude,0.2677514179461691,0.0,0.0,1.0,0.0
selling,0.31298668584300177,0.0,0.0,1.0,0.0
otherwise,0.810125685323267,0.0,0.0,1.0,0.0
support,0.3736054865251061,0.4019,0.0,0.0,1.0
developers,1.5915969694311247,0.0,0.0,1.0,0.0
decisions,0.17812218770699753,0.0,0.0,1.0,0.0
cease,0.17812218770699753,0.0,0.0,1.0,0.0
developed,0.17812218770699753,0.0,0.0,1.0,0.0
maintained,0.17812218770699753,0.0,0.0,1.0,0.0
choose,0.35624437541399506,0.0,0.0,1.0,0.0
buy,0.17812218770699753,0.0,0.0,1.0,0.0
perception,0.17812218770699753,0.0,0.0,1.0,0.0
relative,0.7124887508279901,0.0,0.0,1.0,0.0
developing,0.6690855724117275,0.0,0.0,1.0,0.0
maintaining,0.22335745560383016,0.0,0.0,1.0,0.0
upgrading,0.4014796433108277,0.0,0.0,1.0,0.0
compared,0.35624437541399506,0.0,0.0,1.0,0.0
android,0.17812218770699753,0.0,0.0,1.0,0.0
smartphones,0.16760914203238705,0.0,0.0,1.0,0.0
tablets,0.2027049778215696,0.0,0.0,1.0,0.0
windows,0.2685927235006628,0.0,0.0,1.0,0.0
computers,0.28839628958045616,0.0,0.0,1.0,0.0
playstation,0.06981805801140478,0.0,0.0,1.0,0.0
nintendo,0.06981805801140478,0.0,0.0,1.0,0.0
xbox,0.06981805801140478,0.0,0.0,1.0,0.0
gaming,0.06981805801140478,0.0,0.0,1.0,0.0
position,0.17812218770699753,0.0,0.0,1.0,0.0
revenue,0.9827877119154478,0.0,0.0,1.0,0.0
generated,0.17812218770699753,0.0,0.0,1.0,0.0
inclined,0.35624437541399506,0.0,0.0,1.0,0.0
upgrade,0.17812218770699753,0.0,0.0,1.0,0.0
devote,0.17812218770699753,0.34,0.0,0.0,1.0
focus,0.17812218770699753,0.0,0.0,1.0,0.0
efforts,0.34874191335244376,0.0,0.0,1.0,0.0
competing,0.5277274299237,0.0,0.0,1.0,0.0
compelling,0.17812218770699753,0.2263,0.0,0.0,1.0
systems,1.590289677564954,0.0,0.0,1.0,0.0
keep,0.2676059291008998,0.0,0.0,1.0,0.0
